Pro_Code1,Pro_Code,Dis_Code1,Dis_Code,Vill_Code1,Vill_Code,Village_Code,Vill_Name,Village_Status,HH_Total,People_Total,Women_Total,Etnhics_Majority,Project,Road_Access,Name_HC,Facility_code,Km_HC,Name_DH,Km_DH,Name_PH,Km_PH,Avg_HH_Size,Poor_HH,Expost_Code,Village_Town,HEF_Members1,SHEF_Members,DH_catg,Mem_Year
15,15,3,1503,49,049,1503049,   ®û¾­ ªñ¤´ó,,42,197,96,2,3,,DH,27,,SK-PH,23,SK-PH,, 4.7 ,,239,, 197 ,100%,D. 21-50,2014
15,15,3,1503,50,050,1503050,   ®û¾­ ¡º­µö¤,,26,233,115,2,3,,DH,27,,SK-PH,29,SK-PH,, 9.0 ,,240,, 233 ,100%,D. 21-50,2014
15,15,3,1503,51,051,1503051,   ®û¾­ ©¾¡©¼¤,,35,214,41,2,3,,DH,27,,,18,SK-PH,, 6.1 ,,241,, 214 ,100%,C. 11-20,2014
15,15,3,1503,53,053,1503053,   ®û¾­ ©¾¡®ë¾¤,,30,222,47,2,3,,XL,27a,,,35,SK-PH,, 7.4 ,,242,, 222 ,100%,D. 21-50,2014
15,15,3,1503,54,054,1503054,   ®û¾­ ©¾¡À©ó­,,29,195,106,2,3,,XL,27a,,SK-PH,24,SK-PH,, 6.7 ,,243,, 195 ,100%,D. 21-50,2014
15,15,3,1503,57,057,1503057,   ®û¾­ ©¾¡¥¾¡,,22,191,92,2,3,,XL,27a,,,34,SK-PH,, 8.7 ,,244,, 191 ,100%,D. 21-50,2014
15,15,3,1503,58,058,1503058,   ®û¾­ ©¾¡ª¼´,,85,549,268,2,3,,XL,27a,,,51,SK-PH,, 6.5 ,,245,, 549 ,100%,E. 51-100,2014
15,15,3,1503,60,060,1503060,   ®û¾­ ©¾¡À¦ñ¤,,55,294,131,2,3,,XL,27a,,,42,SK-PH,, 5.3 ,,246,, 294 ,100%,D. 21-50,2014
15,15,3,1503,61,061,1503061,   ®û¾­ ©¾¡¥ô¤,,42,232,108,2,3,,DH,27,,DH,1,SK-PH,, 5.5 ,,247,, 232 ,100%,A. 0-3,2014
15,15,3,1503,62,062,1503062,   ®û¾­ ©¾¡®º¤,,22,128,64,2,3,,DH,27,,DH,1.5,SK-PH,, 5.8 ,,248,, 128 ,100%,A. 0-3,2014
15,15,3,1503,63,063,1503063,   ®û¾­ ¤º­©º­,,26,197,92,2,3,,DH,27,,DH,2,SK-PH,, 7.6 ,,249,, 197 ,100%,A. 0-3,2014
15,15,3,1503,64,064,1503064,   ®û¾­ À¡‰¾,,136,774,339,2,1,,DH,27,,DH,1,SK-PH,, 5.7 ,,250,1, 31 ,4%,A. 0-3,2014
15,15,3,1503,67,067,1503067,   ®û¾­ Â­­¦½¹ñ¸­,,69,454,197,2,1,,DH,27,,DH,0,SK-PH,, 6.6 ,,251,1, 27 ,6%,A. 0-3,2014
15,15,3,1503,68,068,1503068,   ®û¾­ ª¾¤ª½ìñ¤,,77,430,208,2,3,,DH,27,,,49,SK-PH,, 5.6 ,,252,, 430 ,100%,D. 21-50,2014
15,15,3,1503,70,070,1503070,   ®û¾­ ªñ¤Àµó¨,,92,352,194,2,3,,DH,27,,,45,SK-PH,, 3.8 ,,253,, 352 ,100%,D. 21-50,2014
15,15,3,1503,71,071,1503071,   ®û¾­ ª¾¤Â­¤,,34,225,93,2,3,,DH,27,,,49,SK-PH,, 6.6 ,,254,, 225 ,100%,D. 21-50,2014
15,15,3,1503,76,076,1503076,   ®û¾­ ¦¾¤ÃÏú,,34,200,130,2,3,,DH,27,,,32,SK-PH,, 5.9 ,,255,, 200 ,100%,D. 21-50,2014
15,15,3,1503,82,082,1503082,   ®û¾­ ©¾¡Ä¸,,,,99,2,3,,DH,27,,,20,SK-PH,,#DIV/0!,,256,,0,#DIV/0!,C. 11-20,2014
15,15,3,1503,84,084,1503084,   ®û¾­ ©¾¡©ð,,71,462,225,2,3,,DD,27c,,,20,SK-PH,, 6.5 ,,257,, 462 ,100%,C. 11-20,2014
15,15,3,1503,86,086,1503086,   ®û¾­ ©¾¡À©ñ­,,69,424,145,2,3,,DD,27c,,,13,SK-PH,, 6.1 ,,258,, 424 ,100%,C. 11-20,2014
15,15,3,1503,89,089,1503089,   ®û¾­ ©¾¡¦¼¤,,19,185,89,2,3,,XL,27a,,,17,SK-PH,, 9.7 ,,259,, 185 ,100%,C. 11-20,2014
15,15,3,1503,90,090,1503090,   ®û¾­ ªö¤§¼¤,,27,214,96,2,3,,DH,27,,,8,SK-PH,, 7.9 ,,260,, 214 ,100%,B. 4-10,2014
15,15,3,1503,91,091,1503091,   ®û¾­ ©¾¡©ô­,,35,201,108,2,3,,DD-HC,27c,0,,12,SK-PH,, 5.7 ,,261,, 201 ,100%,C. 11-20,2014
15,15,3,1503,92,092,1503092,   ®û¾­ ©¾¡¦¾,,31,170,68,2,3,,DH,27,,,17,SK-PH,, 5.5 ,,262,, 170 ,100%,C. 11-20,2014
15,15,3,1503,93,093,1503093,    ®û¾­ £ø­Ä§,,29,124,102,2,3,,DH,27,,,12,SK-PH,, 4.3 ,,263,, 124 ,100%,C. 11-20,2014
15,15,3,1503,94,094,1503094,   ®É¾­ .Îº¤®÷,,27,146,67,2,3,,DH,27,,,4,SK-PH,, 5.4 ,,264,, 146 ,100%,B. 4-10,2014
15,15,3,1503,95,095,1503095,    ®û¾­©¾¡­Èº¨,,22,178,73,2,3,,DH,27,,,12,SK-PH,, 8.1 ,,265,, 178 ,100%,C. 11-20,2014
15,15,3,1503,96,096,1503096,    ®û¾­ ©¾¡¯¿,,24,187,87,2,3,,DH,27,,,4,SK-PH,, 7.8 ,,266,, 187 ,100%,B. 4-10,2014
15,15,3,1503,97,097,1503097,    ®û¾­ ©¾¡§¸¤,,38,257,124,2,3,,DH,27,,,6,SK-PH,, 6.8 ,,267,, 257 ,100%,B. 4-10,2014
15,15,3,1503,98,098,1503098,    ®û¾­ ©¾¡Àºó¨,,52,275,124,2,3,,DH,27,,,14,SK-PH,, 5.3 ,,268,, 275 ,100%,C. 11-20,2014
15,15,3,1503,99,099,1503099,    ®û¾­ ¤º­®ñ­,,13,83,43,2,3,,DH,27,,,14,SK-PH,, 6.4 ,,269,, 83 ,100%,C. 11-20,2014
15,15,3,1503,100,100,1503100,    ®û¾­ ´ñ¤»¾Ã¹¨È,,58,387,194,2,3,,DH,27,,,12,SK-PH,, 6.7 ,,270,, 387 ,100%,C. 11-20,2014
15,15,3,1503,102,102,1503102,    ®û¾­ º¾µø­,,63,288,116,2,3,,DH,27,,,24,SK-PH,, 4.6 ,,271,, 288 ,100%,D. 21-50,2014
15,15,3,1503,105,105,1503105,    ®û¾­ ©¾¡¸¾¤,,35,153,84,2,3,,DH,27,,,8,SK-PH,, 4.4 ,,272,, 153 ,100%,B. 4-10,2014
15,15,3,1503,106,106,1503106,    ®û¾­ ªñ¤µøë¤,,26,143,76,2,3,,DH,27,,,40,SK-PH,, 5.5 ,,273,, 143 ,100%,D. 21-50,2014
15,15,3,1503,109,109,1503109,    ®û¾­ ¹¾ºº©,,16,187,76,2,3,,XL,27a,,,48,SK-PH,, 11.7 ,,274,, 187 ,100%,D. 21-50,2014
15,15,3,1503,110,110,1503110,    ®É¾­ §¼¤ÃÏú,,27,246,121,2,3,,XL,27a,,XL-HC,59,SK-PH,, 9.1 ,,275,, 246 ,100%,E. 51-100,2014
15,15,3,1503,111,111,1503111,    ®û¾­ ©¾¡©÷¤,,38,288,142,2,3,,DH,27,,,58,SK-PH,, 7.6 ,,276,, 288 ,100%,E. 51-100,2014
15,15,3,1503,112,112,1503112,    ®û¾­ ©¾¡¡ñ¤,,17,68,50,2,3,,DH,27,,,45,SK-PH,, 4.0 ,,277,, 68 ,100%,D. 21-50,2014
15,15,3,1503,113,113,1503113,    ®û¾­ ¥½ìò¤,,78,502,238,2,3,,DH,27,20,XL-HC,59,SK-PH,, 6.4 ,,278,, 502 ,100%,E. 51-100,2014
15,15,3,1503,114,114,1503114,    ®û¾­ ©¾¡Àì,,30,146,71,2,3,,DH,27,,,29,SK-PH,, 4.9 ,,279,, 146 ,100%,D. 21-50,2014
15,15,3,1503,115,115,1503115,    ®û¾­ ©¾¡ªëó¤,,21,112,61,2,3,,DH,27,,,29,SK-PH,, 5.3 ,,280,, 112 ,100%,D. 21-50,2014
15,15,3,1503,116,116,1503116,    ®û¾­ ©¾¡´º¤Ã¹¨È,,23,160,31,2,3,,DH,27,,DH,30,SK-PH,, 7.0 ,,281,, 160 ,100%,D. 21-50,2014
15,15,3,1503,117,117,1503117,    ®û¾­ ©¾¡´º¤­ºÉ¨,,,,40,2,3,,DH,27,,DH,26,SK-PH,,#DIV/0!,,282,,0,#DIV/0!,D. 21-50,2014
15,15,3,1503,120,120,1503120,    ®û¾­ ©¾¡©ñ­Œ»¾¡ŒÀ©ó¨,,42,219,110,2,3,,DH,27,,DH,19,SK-PH,, 5.2 ,,283,, 219 ,100%,C. 11-20,2014
15,15,3,1503,121,121,1503121,    ®û¾­ ©¾¡µ¾¤,,23,222,109,2,3,,XL,27a,,,41,SK-PH,, 9.7 ,,284,, 222 ,100%,D. 21-50,2014
15,15,3,1503,122,122,1503122,    ®û¾­ ©¾¡µëó,,,,72,2,3,,DH,27,,,100,SK-PH,,#DIV/0!,,285,,0,#DIV/0!,E. 51-100,2014
15,15,3,1503,123,123,1503123,    ®û¾­ ªñ¤À¯õº¤,,17,70,36,2,3,,DH,27,,,24,SK-PH,, 4.1 ,,286,, 70 ,100%,D. 21-50,2014
15,15,3,1503,124,124,1503124,    ®û¾­ ©¾¡Àëó­,,25,185,93,2,3,,DH,27,,DH,12,SK-PH,, 7.4 ,,287,, 185 ,100%,C. 11-20,2014
15,15,3,1503,125,125,1503125,    ®û¾­ Îº¤¨õ­,,92,547,224,2,1,,DH,27,,DH,0.5,SK-PH,, 5.9 ,,288,1, 52 ,10%,A. 0-3,2014
15,15,3,1503,127,127,1503127,    ®û¾­ ©¾¡¸ð,,47,354,164,2,3,,DH,27,,DH,12,SK-PH,, 7.5 ,,289,, 354 ,100%,C. 11-20,2014
15,15,3,1503,129,129,1503129,    ®û¾­ ©¾¡§¼¤ B,,30,145,80,2,3,,DH,27,,,36,SK-PH,, 4.8 ,,290,, 145 ,100%,D. 21-50,2014
15,15,3,1503,130,130,1503130,    ®û¾­ ©¾¡¹¸¾¨,,61,450,92,2,3,,XL,27a,,,32,SK-PH,, 7.4 ,,291,, 450 ,100%,D. 21-50,2014
15,15,3,1503,131,131,1503131,    ®û¾­ ©¾¡ëñ­,,53,339,138,2,3,,DH,27,,DH,12,SK-PH,, 6.4 ,,292,, 339 ,100%,C. 11-20,2014
15,15,4,1504,1,001,1504001,  ®û¾­ êÈ¾Áª¤ÀÎõº,,398,1415,778,2,2,1,DH,20,0,THT-DH,9,SK-PH,48, 3.6 ,,393,1, 75 ,5%,B. 4-10,2014
15,15,4,1504,2,002,1504002,  ®û¾­ Á¦­ÀÎõº,,57,307,146,2,2,1,NN-HC,21,3,THT-DH,11.5,SK-PH,48, 5.4 ,,394,, 49 ,16%,C. 11-20,2014
15,15,4,1504,3,003,1504003,  ®û¾­ ¹É¸¨§¾¨,,318,1800,834,2,2,1,DH,20,0,THT-DH,0.3,SK-PH,48, 5.7 ,,395,1, 117 ,7%,A. 0-3,2014
15,15,4,1504,4,004,1504004,  ®û¾­ ¹ö¸À§,,398,2135,771,2,2,1,DH,20,4,THT-DH,4,SK-PH,48, 5.4 ,,396,1, 126 ,6%,B. 4-10,2014
15,15,4,1504,5,005,1504005,  ®û¾­ Îº¤Àìö¾,,,,243,2,2,1,DH,20,5,THT-DH,5,SK-PH,48,#DIV/0!,,397,,0,#DIV/0!,B. 4-10,2014
15,15,4,1504,6,006,1504006,  ®û¾­ Îº¤­ö¡,,104,579,287,2,2,1,NN-HC,21,4,THT-DH,10,SK-PH,48, 5.6 ,,398,, 122 ,21%,B. 4-10,2014
15,15,4,1504,7,007,1504007,  ®û¾­ ¡½¯õ,,198,1013,478,2,2,1,NN-HC,21,0,THT-DH,10,SK-PH,48, 5.1 ,,399,, 95 ,9%,B. 4-10,2014
15,15,4,1504,9,009,1504009,  ®û¾­ Á¦­ÃªÉ,,43,245,130,2,2,1,NN-HC,21,3,THT-DH,12.6,SK-PH,48, 5.7 ,,400,, 63 ,26%,C. 11-20,2014
15,15,4,1504,10,010,1504010,  ®û¾­ À¡¾½ì½¡¾¤,,92,489,240,2,2,1,NN-HC,21,3,THT-DH,13.2,SK-PH,48, 5.3 ,,401,, 95 ,19%,C. 11-20,2014
15,15,4,1504,11,011,1504011,  ®û¾­ À¡¾½¹ö¸²ø,,116,589,283,2,2,1,NN-HC,21,3,THT-DH,16.1,SK-PH,48, 5.1 ,,402,, 75 ,13%,C. 11-20,2014
15,15,4,1504,12,012,1504012,  ®û¾­ ìó¡,,108,570,248,2,2,1,NN-HC,21,4,THT-DH,13.5,SK-PH,48, 5.3 ,,403,, 130 ,23%,C. 11-20,2014
15,15,4,1504,13,013,1504013,  ®û¾­ ¥½Í¾´Ã¹¨È,,51,396,197,2,2,1,NN-HC,21,6,THT-DH,15.3,SK-PH,48, 7.8 ,,404,, 117 ,30%,C. 11-20,2014
15,15,4,1504,14,014,1504014,  ®û¾­ ¥½Í¾´À¡‰¾,,68,367,139,2,2,1,NN-HC,21,6,THT-DH,16.5,SK-PH,48, 5.4 ,,405,, 182 ,50%,C. 11-20,2014
15,15,4,1504,15,015,1504015,  ®û¾­ ¡¿¡º¡,,322,1859,888,2,2,1,NN-HC,21,6,THT-DH,12,SK-PH,48, 5.8 ,,406,, 272 ,15%,C. 11-20,2014
15,15,4,1504,16,016,1504016,  ®û¾­ ¥½¡¿ÃÏÈÈ,,49,293,123,2,2,1,NN-HC,21,4,THT-DH,14,SK-PH,48, 6.0 ,,407,, 81 ,28%,C. 11-20,2014
15,15,4,1504,18,018,1504018,  ®û¾­ ¥½¡¿Ã¹¨È,,114,519,282,2,2,1,JL-HC,24,2,THT-DH,15,SK-PH,48, 4.6 ,,408,, 30 ,6%,C. 11-20,2014
15,15,4,1504,19,019,1504019,  ®û¾­ ¥÷­ì¾,,300,1336,672,2,2,1,JL-HC,24,0,THT-DH,18,SK-PH,48, 4.5 ,,409,, 71 ,5%,C. 11-20,2014
15,15,4,1504,20,020,1504020,  ®û¾­ ¯È¾ÄìÈ,,77,540,254,2,2,1,JL-HC,24,0.3,THT-DH,21.2,SK-PH,48, 7.0 ,,410,, 238 ,44%,D. 21-50,2014
15,15,4,1504,21,021,1504021,  ®û¾­ ¨ö¡ê‰¤,,151,855,428,2,2,1,JL-HC,24,6,THT-DH,24.6,SK-PH,48, 5.7 ,,411,, 51 ,6%,D. 21-50,2014
15,15,4,1504,22,022,1504022,   ®É¾­ ¥½¡÷©,,,,208,2,2,1,JL-HC,24,2,THT-DH,20.5,SK-PH,48,#DIV/0!,,412,,0,#DIV/0!,D. 21-50,2014
15,15,4,1504,23,023,1504023,  ®û¾­ ¡½À³,,75,434,220,2,2,1,JL-HC,24,4,THT-DH,22.4,SK-PH,48, 5.8 ,,413,, 77 ,18%,D. 21-50,2014
15,15,4,1504,24,024,1504024,  ®û¾­ ¡ö¡Ä»,,69,376,172,2,2,1,JL-HC,24,6,THT-DH,24.2,SK-PH,48, 5.4 ,,414,, 51 ,14%,D. 21-50,2014
15,15,4,1504,26,026,1504026,  ®û¾­ Âê­­Éº¨ÃªÉ,,129,830,208,2,2,1,TN-HC,25,0,THT-DH,25.3,SK-PH,48, 6.4 ,,415,, 82 ,10%,D. 21-50,2014
15,15,4,1504,27,027,1504027,  ®û¾­ Âê­­Éº¨ÀÎõº,,,,154,2,2,1,TN-HC,25,1,THT-DH,25,SK-PH,48,#DIV/0!,,416,,0,#DIV/0!,D. 21-50,2014
15,15,4,1504,28,028,1504028,  ®û¾­ Â­­¦¿²ñ­,,40,226,106,2,2,1,NN-HC,25,5,THT-DH,26.3,SK-PH,48, 5.7 ,,417,, 41 ,18%,D. 21-50,2014
15,15,4,1504,29,029,1504029,  ®û¾­ ¦½«ö¸ÀÎõº,,50,258,123,2,2,1,TN-HC,25,3,THT-DH,13.8,SK-PH,48, 5.2 ,,418,, 61 ,24%,C. 11-20,2014
15,15,4,1504,30,030,1504030,  ®û¾­ ¦½«ö¸ÃªÉ,,96,531,264,2,2,1,TN-HC,25,5,THT-DH,28.6,SK-PH,48, 5.5 ,,419,, 79 ,15%,D. 21-50,2014
15,15,4,1504,31,031,1504031,  ®û¾­ ¹É¸¨Áì,,,,75,2,2,1,TN-HC,25,3,THT-DH,31.7,SK-PH,48,#DIV/0!,,420,,0,#DIV/0!,D. 21-50,2014
15,15,4,1504,32,032,1504032,  ®û¾­ Âê­Ã¹È¨ÃÏÈ,,54,357,106,2,2,1,TN-HC,25,3,THT-DH,31,SK-PH,48, 6.6 ,,421,, 146 ,41%,D. 21-50,2014
15,15,4,1504,33,033,1504033,  ®û¾­ ¥÷¤»÷¤ÀÎõº,,78,372,193,2,2,1,TN-HC,25,3,THT-DH,28,SK-PH,48, 4.8 ,,422,, 67 ,18%,D. 21-50,2014
15,15,4,1504,34,034,1504034,  ®É¾­ ¥÷¤»÷¤ÃªÉ,,41,262,109,2,2,1,TN-HC,25,5,THT-DH,30.3,SK-PH,48, 6.4 ,,423,, 134 ,51%,D. 21-50,2014
15,15,4,1504,35,035,1504035,  ®É¾­ ê‰¤¨¾¸,,112,644,307,2,2,2,TV-HC,22,4,THT-DH,25.7,SK-PH,48, 5.8 ,,424,, 72 ,11%,D. 21-50,2014
15,15,4,1504,36,036,1504036,  ®û¾­ ê‰¤Â¡¤,,81,554,264,2,2,2,TV-HC,22,4,THT-DH,25.9,SK-PH,48, 6.8 ,,425,, 105 ,19%,D. 21-50,2014
15,15,4,1504,37,037,1504037,  ®û¾­ ê‰¤¹¸¾¨,,244,1581,796,2,2,2,TV-HC,22,0,THT-DH,22.3,SK-PH,48, 6.5 ,,426,, 105 ,7%,D. 21-50,2014
15,15,4,1504,38,038,1504038,  ®û¾­ ©º­§¾,,137,1031,460,2,2,1,TV-HC,22,6,THT-DH,18,SK-PH,48, 7.5 ,,427,, 81 ,8%,C. 11-20,2014
15,15,4,1504,39,039,1504039,  ®û¾­ ¯½Á¹ù¤ÀÎõº,,92,545,291,2,2,1,KP-HC,23,6,THT-DH,4,SK-PH,48, 5.9 ,,428,1, 16 ,3%,B. 4-10,2014
15,15,4,1504,40,040,1504040,  ®û¾­ ¯½Á¹ì¤ÃªÉ,,45,275,135,2,2,1,KP-HC,23,1.5,THT-DH,6,SK-PH,48, 6.1 ,,429,1, 31 ,11%,B. 4-10,2014
15,15,4,1504,41,041,1504041,  ®û¾­ ¯ö¤ÃªÉ,,50,322,161,2,2,1,KP-HC,23,2,THT-DH,5.2,SK-PH,48, 6.4 ,,430,1, 35 ,11%,B. 4-10,2014
15,15,4,1504,42,042,1504042,  ®û¾­ ¯ö¤ÀÎõº,,99,574,260,2,2,1,KP-HC,23,3,THT-DH,4.1,SK-PH,48, 5.8 ,,431,1, 49 ,9%,B. 4-10,2014
15,15,4,1504,43,043,1504043,  ®û¾­ ¡ö¡²÷¤ÀÎõº,,66,375,197,2,2,1,KP-HC,23,0,THT-DH,7.5,SK-PH,48, 5.7 ,,432,, 50 ,13%,B. 4-10,2014
15,15,4,1504,44,044,1504044,  ®û¾­ ¡ö¡²÷¤À¡‰¾,,108,852,208,2,2,1,KP-HC,23,3,THT-DH,10.4,SK-PH,48, 7.9 ,,433,, 86 ,10%,C. 11-20,2014
15,15,4,1504,45,045,1504045,  ®û¾­ ¡ö¡²÷¤Ã¹È¨,,,,221,2,2,1,KP-HC,23,3,THT-DH,10.7,SK-PH,48,#DIV/0!,,434,,0,#DIV/0!,C. 11-20,2014
15,15,4,1504,46,046,1504046,  ®û¾­ ª÷É´¨ð,,57,332,167,2,2,1,KP-HC,23,7,THT-DH,14.9,SK-PH,48, 5.8 ,,435,, 76 ,23%,C. 11-20,2014
15,15,4,1504,47,047,1504047,  ®û¾­ ª½¡¼¸,,97,500,243,2,2,1,KP-HC,23,6,THT-DH,13.1,SK-PH,48, 5.2 ,,436,, 86 ,17%,C. 11-20,2014
15,15,4,1504,48,048,1504048,  ®û¾­ Î‡­¡¾¤,,70,387,187,2,2,1,KP-HC,23,2,THT-DH,9.8,SK-PH,48, 5.5 ,,437,, 24 ,6%,B. 4-10,2014
15,15,4,1504,49,049,1504049,  ®û¾­ Î‡­ÃÏÈ,,51,312,163,2,2,1,KP-HC,23,6,THT-DH,5.5,SK-PH,48, 6.1 ,,438,, 30 ,10%,B. 4-10,2014
15,15,4,1504,50,050,1504050,  ®û¾­ Îº¤®ö¸Ã¦,,46,253,122,2,2,1,DH,20,4,THT-DH,4.2,SK-PH,48, 5.5 ,,439,, 49 ,19%,B. 4-10,2014
15,15,4,1504,51,051,1504051,  ®û¾­ ¯½Í¾¨,,61,457,199,2,2,1,TN-HC,25,1,THT-DH,24.6,SK-PH,48, 7.5 ,,440,, 166 ,36%,D. 21-50,2014
15,15,4,1504,54,054,1504054,  ®û¾­ ¡ñ­©º­,,207,1054,489,2,2,1,JL-HC,24,3,THT-DH,21,SK-PH,48, 5.1 ,,441,, 85 ,8%,D. 21-50,2014
15,15,4,1504,56,056,1504056,  ®û¾­ ¥½¡¿ìò©,,23,120,53,2,2,1,NN-HC,21,3,THT-DH,15.4,SK-PH,48, 5.2 ,,442,, 53 ,44%,C. 11-20,2014
15,15,4,1504,57,057,1504057,  ®û¾­ êÈ¾Áª¤ÃªÉ,,299,1498,740,2,2,1,DH,20,1,THT-DH,1,SK-PH,48, 5.0 ,,443,, 124 ,8%,A. 0-3,2014
15,15,4,1504,58,058,1504058,  ®û¾­ ¸¾¤ÃÏÈ,,74,527,213,2,2,1,NN-HC,21,7,THT-DH,17,SK-PH,48, 7.1 ,,444,, 224 ,43%,C. 11-20,2014
15,15,4,1504,59,059,1504059,  ®û¾­ ¦½êô,,118,241,104,2,2,1,JL-HC,24,9,THT-DH,27.4,SK-PH,48, 2.0 ,,445,, 56 ,23%,D. 21-50,2014
15,15,4,1504,60,060,1504060,  ®û¾­ µô®ÃÏÈ,,83,391,168,2,2,1,JL-HC,24,7,THT-DH,25.5,SK-PH,48, 4.7 ,,446,, 54 ,14%,D. 21-50,2014
15,15,4,1504,61,061,1504061,  ®û¾­ ¡ö¤ª¾µø­,,314,1553,748,2,2,1,DH,20,3,THT-DH,3,SK-PH,48, 4.9 ,,447,, 59 ,4%,A. 0-3,2014
15,15,4,1504,62,062,1504062,  ®û¾­ ¹ùñ¡¢¾¸,,121,572,231,2,2,1,DH,20,6,THT-DH,6,SK-PH,48, 4.7 ,,448,, 60 ,10%,B. 4-10,2014
15,15,4,1504,63,063,1504063,  ®É¾­ Îº¤¡ñ­,,186,958,236,2,2,1,TV-HC,22,8,THT-DH,17,SK-PH,48, 5.2 ,,449,, 223 ,23%,C. 11-20,2014
15,15,4,1504,64,064,1504064,  ®É¾­ º¾»ñ¤,,,,185,2,2,3,TV-HC,22,10,THT-DH,16,SK-PH,48, 12.9 ,,450,,0,#DIV/0!,C. 11-20,2014
16,16,8,1608,1,001,1608001, ¦÷¢÷´¾,,641,4118,2061,1,1,3,DH-Zone,38,,SKM,0,CPS,80, 6.4 ,,1,1, 39 ,1%,A. 0-3,2014
16,16,8,1608,3,003,1608003, êñ®¥¾´,,156,975,481,1,1,3,DH-Zone,38,,SKM,2,CPS,82, 6.3 ,,2,1, 75 ,8%,A. 0-3,2014
16,16,8,1608,4,004,1608004, £÷©-ª½®ø­,,160,720,356,1,1,3,DH-Zone,38,,SKM,3,CPS,83, 4.5 ,,3,1, 40 ,6%,A. 0-3,2014
16,16,8,1608,5,005,1608005, ì¾©,,180,1102,556,1,1,2,DH-Zone,38,,SKM,4,CPS,84, 6.1 ,,4,, 135 ,12%,B. 4-10,2014
16,16,8,1608,6,006,1608006, Â²­À°š¤,,78,647,279,1,1,3,DH-Zone,38,,SKM,3,CPS,83, 8.3 ,,5,1, 72 ,11%,A. 0-3,2014
16,16,8,1608,7,007,1608007, ®ö¡,,130,759,441,1,1,3,DH-Zone,38,,SKM,4,CPS,84, 5.8 ,,6,, 130 ,17%,B. 4-10,2014
16,16,8,1608,8,008,1608008, ´È¸¤,,75,423,231,1,1,2,DH-Zone,38,,SKM,8,CPS,88, 5.6 ,,7,, 100 ,24%,B. 4-10,2014
16,16,8,1608,9,009,1608009, Â£¡¦½¹È¸¾¤,,75,455,219,1,1,2,DH-Zone,38,,SKM,11,CPS,91, 6.1 ,,8,, 46 ,10%,C. 11-20,2014
16,16,8,1608,10,010,1608010, ¯¾¡Ò,,132,838,408,1,1,3,DH-Zone,38,,SKM,6,CPS,86, 6.3 ,,9,, 90 ,11%,B. 4-10,2014
16,16,8,1608,11,011,1608011, Â²­,,43,237,123,1,1,2,DH-Zone,38,,SKM,4,CPS,84, 5.5 ,,10,, 11 ,5%,B. 4-10,2014
16,16,8,1608,12,012,1608012, ®¾¡,,86,584,293,1,1,3,DH-Zone,38,,SKM,10,CPS,90, 6.8 ,,11,, 88 ,15%,B. 4-10,2014
16,16,8,1608,13,013,1608013, ¦¾´¢¾,,252,1507,759,1,1,3,DH-Zone,38,,SKM,5,CPS,85, 6.0 ,,12,, 84 ,6%,B. 4-10,2014
16,16,8,1608,14,014,1608014, Â£¡Îº¤®ö¸,,46,238,118,1,1,3,DH-Zone,38,,SKM,3,CPS,83, 5.2 ,,13,, 34 ,14%,A. 0-3,2014
16,16,8,1608,15,015,1608015, ­¾´½Â¤½,,85,475,236,1,1,2,DH-Zone,38,,SKM,10,CPS,90, 5.6 ,,14,, 122 ,26%,B. 4-10,2014
16,16,8,1608,17,017,1608017, ¹É¸¨Á¹È,,388,2536,1172,1,1,3,DH-Zone,38,,SKM,13,CPS,93, 6.5 ,,15,, 60 ,2%,C. 11-20,2014
16,16,8,1608,18,018,1608018, ®÷È¤Á¡É¸,,355,1769,903,1,1,3,DH-Zone,38,,SKM,8,CPS,88, 5.0 ,,16,, 6 ,0%,B. 4-10,2014
16,16,8,1608,19,019,1608019, ©ö¤¹ö¸®É¾­,,100,622,330,1,1,3,OT,42,,SKM,10,CPS,90, 6.2 ,,17,, 31 ,5%,B. 4-10,2014
16,16,8,1608,20,020,1608020, êÈ¾Á¦¤,,128,874,447,1,1,3,OT,42,,SKM,13,CPS,93, 6.8 ,,18,, 25 ,3%,C. 11-20,2014
16,16,8,1608,21,021,1608021, êÈ¾Â²¦ó,,48,309,160,1,1,3,OT,42,,SKM,15,CPS,95, 6.4 ,,19,, 33 ,11%,C. 11-20,2014
16,16,8,1608,22,022,1608022, ¯¾¡É¸¨,,186,1190,612,1,1,3,OT,42,,SKM,17,CPS,97, 6.4 ,,20,, 29 ,2%,C. 11-20,2014
16,16,8,1608,23,023,1608023, ¡ö¤¡¸¼­,,63,398,204,1,1,3,DH-Zone,38,,SKM,3,CPS,83, 6.3 ,,21,1, 78 ,20%,A. 0-3,2014
16,16,8,1608,24,024,1608024, êÈ¾©È¾­,,67,384,199,1,1,2,DH-Zone,38,,SKM,5,CPS,85, 5.7 ,,22,, 46 ,12%,B. 4-10,2014
16,16,8,1608,25,025,1608025, ©ö¤¨¾¤,,73,509,271,1,1,2,OT,42,,SKM,12,CPS,92, 7.0 ,,23,, 30 ,6%,C. 11-20,2014
16,16,8,1608,26,026,1608026, ÃÏú¸ñ¤Ï¾¡Á§¸,,268,1539,810,1,1,2,OT,42,,SKM,8,CPS,88, 5.7 ,,24,, 21 ,1%,B. 4-10,2014
