Pro_Code1,Pro_Code,Dis_Code1,Dis_Code,Vill_Code1,Vill_Code,Village_Code,Vill_Name,Village_Status,HH_Total,People_Total,Women_Total,Etnhics_Majority,Project,Road_Access,Name_HC,Facility_code,Km_HC,Name_DH,Km_DH,Name_PH,Km_PH,Avg_HH_Size,Poor_HH,Expost_Code,Village_Town,HEF_Members1,SHEF_Members,DH_catg,Mem_Year
16,16,8,1608,27,027,1608027, º÷ê÷´ÃÏú,,393,2219,1136,1,1,2,OT,42,,SKM,18,CPS,98, 5.6 ,,25,, 73 ,3%,C. 11-20,2014
16,16,8,1608,29,029,1608029, ¹ö¸©º­Ä§,,145,795,483,1,1,2,OT,42,,SKM,17,CPS,97, 5.5 ,,26,, 30 ,4%,C. 11-20,2014
16,16,8,1608,30,030,1608030, Ï¾¡´š,,65,441,222,1,1,2,OT,42,,SKM,19,CPS,99, 6.8 ,,27,, 21 ,5%,C. 11-20,2014
16,16,8,1608,31,031,1608031, ¹¾©©º­Ä§,,84,646,320,1,1,2,OT,42,,SKM,18,CPS,98, 7.7 ,,28,, 18 ,3%,C. 11-20,2014
16,16,8,1608,32,032,1608032, ¡º¡,,129,892,448,1,1,3,OT,42,,SKM,17,CPS,97, 6.9 ,,29,, 51 ,6%,C. 11-20,2014
16,16,8,1608,33,033,1608033, ªø´­Éº¨,,54,563,192,1,1,2,OT,42,,SKM,24,CPS,104, 10.4 ,,30,, 29 ,5%,D. 21-50,2014
16,16,8,1608,34,034,1608034, ªø´Ã¹È¨,,59,363,179,1,1,2,OT,42,,SKM,24,CPS,104, 6.2 ,,31,, 29 ,8%,D. 21-50,2014
16,16,8,1608,35,035,1608035, Â­­¨¾¤,,253,1602,758,1,1,3,DH-Zone,38,,SKM,17,CPS,97, 6.3 ,,32,, 61 ,4%,C. 11-20,2014
16,16,8,1608,36,036,1608036, ¹¾©ê‰¤(¦¾´¯¾´),,319,1870,952,1,1,3,NPV-HC,39,,SKM,20,CPS,100, 5.9 ,,33,, 68 ,4%,C. 11-20,2014
16,16,8,1608,37,037,1608037, ©º­¡º¤,,80,509,269,1,1,2,NPV-HC,39,,SKM,19,CPS,99, 6.4 ,,34,, 128 ,25%,C. 11-20,2014
16,16,8,1608,38,038,1608038, ©º­£º¡¤ö¸,,113,556,267,1,1,2,NPV-HC,39,,SKM,20,CPS,100, 4.9 ,,35,, 35 ,6%,C. 11-20,2014
16,16,8,1608,39,039,1608039, ¨¾¤¦¾¸,,82,343,172,1,1,3,NPV-HC,39,,SKM,23,CPS,103, 4.2 ,,36,, 66 ,19%,D. 21-50,2014
16,16,8,1608,41,041,1608041, Á¦­À´õº¤,,406,2086,1107,1,1,3,NPV-HC,39,,SKM,25,CPS,105, 5.1 ,,37,, 80 ,4%,D. 21-50,2014
16,16,8,1608,42,042,1608042, Â­­Á©¤ÀÏõº,,357,1961,943,1,1,3,NPV-HC,39,,SKM,36,CPS,116, 5.5 ,,38,, 72 ,4%,D. 21-50,2014
16,16,8,1608,43,043,1608043, ¹¼¤,,425,2412,1177,1,1,3,Hieng-HC,40,,SKM,28,CPS,108, 5.7 ,,39,, 72 ,3%,D. 21-50,2014
16,16,8,1608,44,044,1608044, ©º­¹¸¾¨,,126,696,373,1,1,3,NPV-HC,39,,SKM,18,CPS,98, 5.5 ,,40,, 45 ,6%,C. 11-20,2014
16,16,8,1608,45,045,1608045, Ïº¤²ñ­¸ö¤,,119,574,281,1,1,3,NPV-HC,39,,SKM,19,CPS,99, 4.8 ,,41,, 25 ,4%,C. 11-20,2014
16,16,8,1608,46,046,1608046, ¹É¸¨À°š¤,,82,451,214,1,1,3,Hieng-HC,40,,SKM,35,CPS,115, 5.5 ,,42,, 59 ,13%,D. 21-50,2014
16,16,8,1608,47,047,1608047, Â­­²½À¥í¾,,141,858,430,1,1,2,NPV-HC,39,,SKM,20,CPS,100, 6.1 ,,43,, 101 ,12%,C. 11-20,2014
16,16,8,1608,48,048,1608048, ¯¾¡§É¾¤,,150,1008,857,1,1,3,Hieng-HC,40,,SKM,20,CPS,100, 6.7 ,,44,, 110 ,11%,C. 11-20,2014
16,16,8,1608,49,049,1608049, °ñ¡-ªö®,,94,521,278,1,1,2,DH-Zone,38,,SKM,7,CPS,87, 5.5 ,,45,, 96 ,18%,B. 4-10,2014
16,16,8,1608,50,050,1608050, ¦¿¹ì¼¤,,177,1108,551,1,1,2,NC-HC,41,,SKM,11,CPS,91, 6.3 ,,46,, 76 ,7%,C. 11-20,2014
16,16,8,1608,51,051,1608051, ­¾-¥¾­,,163,1001,510,1,1,2,NC-HC,41,,SKM,13,CPS,93, 6.1 ,,47,, 109 ,11%,C. 11-20,2014
16,16,8,1608,52,052,1608052, Á¦­-¦÷¡,,65,401,208,1,1,3,NC-HC,41,,SKM,47,CPS,127, 6.2 ,,48,, 125 ,31%,D. 21-50,2014
16,16,8,1608,53,053,1608053, Â£¡-¡Èº¤,,253,1165,569,1,1,2,Hieng-HC,40,,SKM,45,CPS,125, 4.6 ,,49,, 108 ,9%,D. 21-50,2014
16,16,8,1608,54,054,1608054, Á§ ,,135,652,311,1,1,2,Hieng-HC,40,,SKM,21,CPS,101, 4.8 ,,50,, 134 ,21%,D. 21-50,2014
16,16,8,1608,55,055,1608055, Â­­£÷É´,,82,420,212,1,1,2,NC-HC,41,,SKM,25,CPS,105, 5.1 ,,51,, 142 ,34%,D. 21-50,2014
16,16,8,1608,56,056,1608056, Â­­-Àºœº¤,,94,529,258,1,1,2,NC-HC,41,,SKM,29,CPS,109, 5.6 ,,52,, 104 ,20%,D. 21-50,2014
16,16,8,1608,57,057,1608057, Â­­-Á©¤-ÄªÉ,,221,1073,540,1,1,2,NC-HC,41,,SKM,20,CPS,100, 4.9 ,,53,, 72 ,7%,C. 11-20,2014
16,16,8,1608,58,058,1608058, ¹É¸¨-Ä°È,,216,1312,669,1,1,2,DH-Zone,38,,SKM,5,CPS,85, 6.1 ,,54,, 111 ,8%,B. 4-10,2014
16,16,8,1608,59,059,1608059, Â­­-Ä²,,53,301,152,1,1,2,NC-HC,41,,SKM,25,CPS,105, 5.7 ,,55,, 90 ,30%,D. 21-50,2014
16,16,8,1608,60,060,1608060, êÈ¾Í¸¤,,89,441,219,1,1,2,Hieng-HC,40,,SKM,26,CPS,106, 5.0 ,,56,, 136 ,31%,D. 21-50,2014
